state,district,year,rape,kidnapping
KARNATAKA,RAICHUR,2002,6,16
ODISHA,SONEPUR,2002,6,2
PUNJAB,FARIDKOT,2002,6,8
PUNJAB,ROPAR,2002,6,6
SIKKIM,TOTAL,2002,6,2
"TAMIL NADU",NILGIRIS,2002,6,0
"TAMIL NADU",SIVAGANGAI,2002,6,10
TRIPURA,DHALAI,2002,6,20
"UTTAR PRADESH",CHANDOLI,2002,6,6
"UTTAR PRADESH",KANNAUJ,2002,6,16
"UTTAR PRADESH",SIDHARTHNAGAR,2002,6,18
UTTARAKHAND,"PAURI GARHWAL",2002,6,10
"WEST BENGAL",HOWRAH,2002,6,6
PUDUCHERRY,PONDICHERRY,2002,6,6
PUDUCHERRY,TOTAL,2002,6,6
"ANDHRA PRADESH",VIZIANAGARAM,2003,6,0
GUJARAT,AMRELI,2003,6,28
GUJARAT,HIMATNAGAR,2003,6,44
"HIMACHAL PRADESH",HAMIRPUR,2003,6,7
"HIMACHAL PRADESH",KINNAUR,2003,6,4
"JAMMU & KASHMIR",DODA,2003,6,19
KARNATAKA,BIDAR,2003,6,17
MEGHALAYA,"GARO HILLS WEST",2003,6,0
MEGHALAYA,"KHASI HILLS WEST",2003,6,0
MIZORAM,LUNGLEI,2003,6,0
ODISHA,NUAPADA,2003,6,0
RAJASTHAN,JALORE,2003,6,30
"TAMIL NADU",THENI,2003,6,5
"TAMIL NADU","TRICHY URBAN",2003,6,7
"UTTAR PRADESH",AZAMGARH,2003,6,23
"UTTAR PRADESH",J.P.NAGAR,2003,6,14
"UTTAR PRADESH",JALAUN,2003,6,8
"UTTAR PRADESH","KANPUR DEHAT",2003,6,20
"UTTAR PRADESH",MIRZAPUR,2003,6,6
UTTARAKHAND,"TEHRI GARHWAL",2003,6,4
"WEST BENGAL","HOWRAH CITY",2003,6,7
"ARUNACHAL PRADESH","SIANG WEST",2004,6,6
BIHAR,JEHANABAD,2004,6,8
GUJARAT,NARMADA,2004,6,7
GUJARAT,PATAN,2004,6,27
GUJARAT,"VADODARA COMMR.",2004,6,34
HARYANA,PANCHKULA,2004,6,5
"JAMMU & KASHMIR",BUDGAM,2004,6,54
JHARKHAND,KODERMA,2004,6,4
KARNATAKA,RAICHUR,2004,6,7
MIZORAM,AIZAWL,2004,6,0
"UTTAR PRADESH",BALLIA,2004,6,12
"UTTAR PRADESH",MAHOBA,2004,6,7
"UTTAR PRADESH","SANT KABIRNAGAR",2004,6,10
"UTTAR PRADESH",SONBHADRA,2004,6,12
UTTARAKHAND,NAINITAL,2004,6,26
UTTARAKHAND,"PAURI GARHWAL",2004,6,9
"ARUNACHAL PRADESH","PAPUM PARE",2005,6,7
BIHAR,BUXAR,2005,6,14
BIHAR,NAUGACHIA,2005,6,5
GUJARAT,MEHSANA,2005,6,47
GUJARAT,NARMADA,2005,6,1
GUJARAT,NAVSARI,2005,6,5
GUJARAT,PATAN,2005,6,19
"JAMMU & KASHMIR",BUDGAM,2005,6,55
"JAMMU & KASHMIR",RAMBAN,2005,6,10
MIZORAM,LUNGLEI,2005,6,0
MIZORAM,MAMIT,2005,6,0
ODISHA,BERHAMPUR,2005,6,3
ODISHA,NUAPADA,2005,6,5
PUNJAB,FARIDKOT,2005,6,2
PUNJAB,"FATEHGARH SAHIB",2005,6,5
SIKKIM,SOUTH,2005,6,1
"TAMIL NADU","COIMBATORE URBAN",2005,6,3
"TAMIL NADU",KARUR,2005,6,12
"UTTAR PRADESH",BALRAMPUR,2005,6,5
"UTTAR PRADESH",CHANDOLI,2005,6,3
"UTTAR PRADESH","KUSHI NAGAR",2005,6,16
"UTTAR PRADESH",MIRZAPUR,2005,6,7
"UTTAR PRADESH",SHRAWASTI,2005,6,13
UTTARAKHAND,ALMORA,2005,6,6
DELHI,"NEW DELHI",2005,6,15
PUDUCHERRY,PONDICHERRY,2005,6,3
PUDUCHERRY,TOTAL,2005,6,3
"ANDHRA PRADESH","VISAKHA RURAL",2006,6,11
CHHATTISGARH,BIZAPUR,2006,6,0
GUJARAT,JUNAGADH,2006,6,44
GUJARAT,MEHSANA,2006,6,36
GUJARAT,PANCHMAHAL,2006,6,42
GUJARAT,"VADODARA COMMR.",2006,6,42
"JAMMU & KASHMIR","BORDER DISTRICT",2006,6,8
KARNATAKA,KODAGU,2006,6,1
KARNATAKA,KOPPAL,2006,6,7
MEGHALAYA,"KHASI HILLS WEST",2006,6,0
MEGHALAYA,RI-BHOI,2006,6,0
RAJASTHAN,RAJSAMAND,2006,6,30
"TAMIL NADU",NAMAKKAL,2006,6,17
"UTTAR PRADESH",KANNAUJ,2006,6,34
"UTTAR PRADESH",SHRAWASTI,2006,6,16
"A & N ISLANDS",ANDAMAN,2006,6,5
"A & N ISLANDS",TOTAL,2006,6,5
"D & N HAVELI","D and N HAVELI",2006,6,14
"D & N HAVELI",TOTAL,2006,6,14
DELHI,"NEW DELHI",2006,6,17
GUJARAT,"AHMEDABAD RURAL",2007,6,46
GUJARAT,MEHSANA,2007,6,45
GUJARAT,NARMADA,2007,6,4
GUJARAT,PATAN,2007,6,41
"HIMACHAL PRADESH",BILASPUR,2007,6,9
"JAMMU & KASHMIR","BORDER DISTRICT",2007,6,7
KARNATAKA,KOPPAL,2007,6,5
MANIPUR,THOUBAL,2007,6,17
"TAMIL NADU",DHARMAPURI,2007,6,37
"TAMIL NADU",NILGIRIS,2007,6,3
"TAMIL NADU","THIRUNELVELI URBAN",2007,6,7
"UTTAR PRADESH",CHANDOLI,2007,6,12
"UTTAR PRADESH",KANNAUJ,2007,6,26
UTTARAKHAND,ALMORA,2007,6,0
UTTARAKHAND,NAINITAL,2007,6,24
PUDUCHERRY,PONDICHERRY,2007,6,10
"ANDHRA PRADESH",VIZIANAGARAM,2008,6,14
BIHAR,JEHANABAD,2008,6,19
"JAMMU & KASHMIR",HANDWARA,2008,6,16
"JAMMU & KASHMIR",LEH,2008,6,3
"JAMMU & KASHMIR",SHOPIAN,2008,6,14
KARNATAKA,KOPPAL,2008,6,12
NAGALAND,DIMAPUR,2008,6,5
NAGALAND,KOHIMA,2008,6,0
"TAMIL NADU",RAMNATHAPURAM,2008,6,16
"TAMIL NADU",THIRUVARUR,2008,6,12
"UTTAR PRADESH",GHAZIPUR,2008,6,22
"UTTAR PRADESH",JALAUN,2008,6,30
"UTTAR PRADESH","KUSHI NAGAR",2008,6,14
"UTTAR PRADESH",SHRAWASTI,2008,6,15
"D & N HAVELI","D and N HAVELI",2008,6,11
"D & N HAVELI",TOTAL,2008,6,11
BIHAR,NAUGACHIA,2009,6,31
BIHAR,SHEIKHPURA,2009,6,9
GUJARAT,NARMADA,2009,6,3
GUJARAT,"VADODARA COMMR.",2009,6,28
"HIMACHAL PRADESH",KINNAUR,2009,6,1
"JAMMU & KASHMIR",KUPWARA,2009,6,22
"JAMMU & KASHMIR",SAMBA,2009,6,7
JHARKHAND,KODERMA,2009,6,11
KARNATAKA,"DHARWAD COMMR.",2009,6,9
NAGALAND,KOHIMA,2009,6,4
"TAMIL NADU","TRICHY URBAN",2009,6,16
DELHI,"NEW DELHI",2009,6,17
"ARUNACHAL PRADESH","SIANG WEST",2010,6,6
BIHAR,BHABHUA,2010,6,35
GUJARAT,NAVSARI,2010,6,15
GUJARAT,"SURAT RURAL",2010,6,23
"JAMMU & KASHMIR",RAMBAN,2010,6,17
KARNATAKA,GADAG,2010,6,0
KARNATAKA,HAVERI,2010,6,0
MANIPUR,BISHNUPUR,2010,6,12
MANIPUR,"IMPHAL EAST",2010,6,23
MIZORAM,LAWNGTLAI,2010,6,0
MIZORAM,MAMIT,2010,6,0
MIZORAM,SERCHHIP,2010,6,0
ODISHA,GAJAPATI,2010,6,17
"UTTAR PRADESH",HAMIRPUR,2010,6,13
GUJARAT,DAHOD,2011,6,48
GUJARAT,PORBANDAR,2011,6,9
GUJARAT,"SURAT RURAL",2011,6,14
"HIMACHAL PRADESH",CHAMBA,2011,6,18
"HIMACHAL PRADESH",KINNAUR,2011,6,1
"JAMMU & KASHMIR",HANDWARA,2011,6,33
KARNATAKA,BELLARY,2011,6,15
KARNATAKA,"DAKSHIN KANNADA",2011,6,3
"TAMIL NADU",NILGIRIS,2011,6,7
"TAMIL NADU",RAMNATHAPURAM,2011,6,51
"TAMIL NADU",THIRUVALLUR,2011,6,10
"TAMIL NADU","TRICHY URBAN",2011,6,21
"ARUNACHAL PRADESH",CHANGLANG,2012,6,7
"ARUNACHAL PRADESH","KAMENG EAST",2012,6,2
"ARUNACHAL PRADESH",RURAL,2012,6,3
"ARUNACHAL PRADESH","SIANG EAST",2012,6,0
CHHATTISGARH,MUNGELI,2012,6,13
"HIMACHAL PRADESH",KINNAUR,2012,6,2
"JAMMU & KASHMIR",BANDIPORA,2012,6,45
"JAMMU & KASHMIR",HANDWARA,2012,6,35
"JAMMU & KASHMIR",KISHTWAR,2012,6,23
KARNATAKA,"DHARWAD COMMR.",2012,6,42
KARNATAKA,GADAG,2012,6,12
MEGHALAYA,"GARO HILLS SOUTH",2012,6,2
MEGHALAYA,"GARO HILLS WEST",2012,6,7
"TAMIL NADU",PUDUKOTTAI,2012,6,28
PUDUCHERRY,KARAIKAL,2012,6,2
"ARUNACHAL PRADESH","SIANG EAST",2001,5,7
ASSAM,"KARBI ANGLONG",2001,5,15
BIHAR,KHAGARIA,2001,5,6
GUJARAT,"AHMEDABAD RURAL",2001,5,27
GUJARAT,DAHOD,2001,5,15
GUJARAT,PANCHMAHAL,2001,5,46
GUJARAT,"RAJKOT COMMR.",2001,5,38
"HIMACHAL PRADESH",BILASPUR,2001,5,9
"JAMMU & KASHMIR",GANDERBAL,2001,5,31
MEGHALAYA,"GARO HILLS WEST",2001,5,0
MEGHALAYA,"KHASI HILLS EAST",2001,5,5
MIZORAM,SERCHHIP,2001,5,1
"TAMIL NADU",PUDUKOTTAI,2001,5,24
"TAMIL NADU",SIVAGANGAI,2001,5,10
"TAMIL NADU",THIRUVANNAMALAI,2001,5,33
"TAMIL NADU","TRICHY URBAN",2001,5,6
"UTTAR PRADESH",SONBHADRA,2001,5,6
UTTARAKHAND,NAINITAL,2001,5,0
"ARUNACHAL PRADESH","DIBANG VALLEY",2002,5,5
ASSAM,"KARBI ANGLONG",2002,5,9
CHHATTISGARH,"GRP RAIPUR",2002,5,0
GUJARAT,NAVSARI,2002,5,11
GUJARAT,"VADODARA COMMR.",2002,5,28
"JAMMU & KASHMIR",BORDER,2002,5,13
"JAMMU & KASHMIR",KUPWARA,2002,5,24
KARNATAKA,"MYSORE RURAL",2002,5,7
KARNATAKA,"UTTAR KANNADA",2002,5,1
MEGHALAYA,"GARO HILLS WEST",2002,5,0
MIZORAM,KOLASIB,2002,5,0
ODISHA,NUAPADA,2002,5,5
PUNJAB,AMRITSAR,2002,5,23
"TAMIL NADU","TRICHY RURAL",2002,5,13
"UTTAR PRADESH",DEORIA,2002,5,18
"UTTAR PRADESH",MAHOBA,2002,5,0
"UTTAR PRADESH",SONBHADRA,2002,5,5
UTTARAKHAND,BAGESHWAR,2002,5,3
UTTARAKHAND,NAINITAL,2002,5,13
"ARUNACHAL PRADESH","SIANG WEST",2003,5,4
ASSAM,R.P.O.,2003,5,0
BIHAR,SHEIKHPURA,2003,5,1
GUJARAT,ANAND,2003,5,32
GUJARAT,BHARUCH,2003,5,25
GUJARAT,BHAVNAGAR,2003,5,55
GUJARAT,"RAJKOT COMMR.",2003,5,30
GUJARAT,VALSAD,2003,5,10
"JAMMU & KASHMIR",KULGAM,2003,5,45
"JAMMU & KASHMIR",KUPWARA,2003,5,27
KARNATAKA,"DHARWAD RURAL",2003,5,0
KARNATAKA,K.G.F.,2003,5,2
KARNATAKA,UDUPI,2003,5,0
MANIPUR,IMPHAL(WEST),2003,5,24
MIZORAM,KOLASIB,2003,5,0
NAGALAND,KOHIMA,2003,5,0
ODISHA,DEOGARH,2003,5,9
SIKKIM,EAST,2003,5,0
"TAMIL NADU",NAGAPATTINAM,2003,5,19
TRIPURA,DHALAI,2003,5,2
"UTTAR PRADESH",BAHRAICH,2003,5,8
"UTTAR PRADESH",BASTI,2003,5,11
"UTTAR PRADESH",GONDA,2003,5,8
"UTTAR PRADESH","KUSHI NAGAR",2003,5,9
"UTTAR PRADESH",LALITPUR,2003,5,4
"UTTAR PRADESH",MAU,2003,5,10
"UTTAR PRADESH",SONBHADRA,2003,5,4
"DAMAN & DIU",TOTAL,2003,5,1
"ARUNACHAL PRADESH",LOHIT,2004,5,5
ASSAM,R.P.O.,2004,5,0
GUJARAT,AMRELI,2004,5,23
GUJARAT,NAVSARI,2004,5,7
"HIMACHAL PRADESH",HAMIRPUR,2004,5,7
"JAMMU & KASHMIR",REASI,2004,5,9
KARNATAKA,BELGAUM,2004,5,12
KARNATAKA,BELLARY,2004,5,12
MAHARASHTRA,SINDHUDURG,2004,5,5
ODISHA,GAJAPATI,2004,5,7
ODISHA,SONEPUR,2004,5,1
RAJASTHAN,JALORE,2004,5,20
"TAMIL NADU",THENI,2004,5,10
"UTTAR PRADESH",BALRAMPUR,2004,5,5
"UTTAR PRADESH",CHANDOLI,2004,5,3
"UTTAR PRADESH",KANNAUJ,2004,5,17
UTTARAKHAND,BAGESHWAR,2004,5,0
UTTARAKHAND,UTTARKASHI,2004,5,5
"WEST BENGAL","SEALDAH G.R.P.",2004,5,1
DELHI,G.R.P.(RLY),2004,5,2
CHHATTISGARH,BIZAPUR,2005,5,0
GUJARAT,AHWA-DANG,2005,5,0
GUJARAT,"VADODARA COMMR.",2005,5,26
"HIMACHAL PRADESH",UNA,2005,5,4
"JAMMU & KASHMIR",BORDER,2005,5,8
"JAMMU & KASHMIR",GANDERBAL,2005,5,38
"JAMMU & KASHMIR",LEH,2005,5,3
KARNATAKA,BIDAR,2005,5,8
KARNATAKA,K.G.F.,2005,5,5
MIZORAM,CHAMPHAI,2005,5,0
NAGALAND,KOHIMA,2005,5,5
PUNJAB,AMRITSAR,2005,5,14
RAJASTHAN,JALORE,2005,5,14
"TAMIL NADU","MADURAI URBAN",2005,5,13
"TAMIL NADU",RAMNATHAPURAM,2005,5,14
"UTTAR PRADESH",KANNAUJ,2005,5,27
"UTTAR PRADESH",MAINPURI,2005,5,22
"UTTAR PRADESH",MAU,2005,5,6
"D & N HAVELI","D and N HAVELI",2005,5,9
"D & N HAVELI",TOTAL,2005,5,9
"ARUNACHAL PRADESH","PAPUM PARE",2006,5,10
BIHAR,SHEIKHPURA,2006,5,4
"JAMMU & KASHMIR",BUDGAM,2006,5,53
KARNATAKA,HAVERI,2006,5,4
MAHARASHTRA,"MUMBAI RLY.",2006,5,4
MANIPUR,THOUBAL,2006,5,24
MIZORAM,SAIHA,2006,5,1
NAGALAND,DIMAPUR,2006,5,2
NAGALAND,PHEK,2006,5,0
PUNJAB,BARNALA,2006,5,3
PUNJAB,KHANNA,2006,5,11
SIKKIM,SOUTH,2006,5,2
"TAMIL NADU",KARUR,2006,5,14
"TAMIL NADU",NILGIRIS,2006,5,2
"TAMIL NADU",SIVAGANGAI,2006,5,16
"TAMIL NADU",THENI,2006,5,25
"UTTAR PRADESH",DEORIA,2006,5,14
"ARUNACHAL PRADESH",LOHIT,2007,5,12
"ARUNACHAL PRADESH","SIANG UPPER",2007,5,0
ASSAM,N.C.HILLS,2007,5,8
GOA,"NORTH GOA",2007,5,2
GUJARAT,AHWA-DANG,2007,5,0
GUJARAT,HIMATNAGAR,2007,5,34
"HIMACHAL PRADESH",HAMIRPUR,2007,5,15
"JAMMU & KASHMIR",AWANTIPORA,2007,5,11
"JAMMU & KASHMIR",GANDERBAL,2007,5,45
KARNATAKA,"DHARWAD COMMR.",2007,5,12
NAGALAND,DIMAPUR,2007,5,4
ODISHA,NUAPADA,2007,5,11
RAJASTHAN,RAJSAMAND,2007,5,36
"TAMIL NADU",THANJAVUR,2007,5,47
"UTTAR PRADESH",SIDHARTHNAGAR,2007,5,24
"ARUNACHAL PRADESH","KAMENG EAST",2008,5,4
"ARUNACHAL PRADESH","SIANG EAST",2008,5,5
ASSAM,G.R.P.,2008,5,8
ASSAM,R.P.O.,2008,5,3
CHHATTISGARH,BIZAPUR,2008,5,2
GUJARAT,JUNAGADH,2008,5,43
"JAMMU & KASHMIR",KULGAM,2008,5,43
"JAMMU & KASHMIR",KUPWARA,2008,5,19
"JAMMU & KASHMIR",REASI,2008,5,9
KARNATAKA,HAVERI,2008,5,0
KARNATAKA,K.G.F.,2008,5,5
ODISHA,BOUDH,2008,5,2
SIKKIM,EAST,2008,5,2
SIKKIM,WEST,2008,5,1
"ARUNACHAL PRADESH",K/KUMEY,2009,5,0
"ARUNACHAL PRADESH","SIANG WEST",2009,5,4
"JAMMU & KASHMIR",AWANTIPORA,2009,5,11
"JAMMU & KASHMIR",HANDWARA,2009,5,16
"JAMMU & KASHMIR",PULWAMA,2009,5,25
"JAMMU & KASHMIR",SHOPIAN,2009,5,41
KARNATAKA,HAVERI,2009,5,0
KARNATAKA,UDUPI,2009,5,3
MIZORAM,LAWNGTLAI,2009,5,0
MIZORAM,SERCHHIP,2009,5,0
RAJASTHAN,JAISALMER,2009,5,9
SIKKIM,EAST,2009,5,2
SIKKIM,WEST,2009,5,2
"TAMIL NADU",PUDUKOTTAI,2009,5,22
"TAMIL NADU",SIVAGANGAI,2009,5,23
"TAMIL NADU",THANJAVUR,2009,5,36
"TAMIL NADU","THIRUNELVELI URBAN",2009,5,24
"UTTAR PRADESH",ETAWAH,2009,5,62
"ARUNACHAL PRADESH","SUBANSIRI UPPER",2010,5,4
BIHAR,KHAGARIA,2010,5,28
"HIMACHAL PRADESH",BADDIPOLICEDIST,2010,5,6
"JAMMU & KASHMIR",SAMBA,2010,5,4
KARNATAKA,YADGIRI,2010,5,0
"MADHYA PRADESH","JABALPUR RLY.",2010,5,1
MEGHALAYA,"GARO HILLS EAST",2010,5,3
SIKKIM,EAST,2010,5,4
"TAMIL NADU",PERAMBALUR,2010,5,9
"UTTAR PRADESH",GHAZIPUR,2010,5,15
"UTTAR PRADESH",JALAUN,2010,5,28
UTTARAKHAND,"RUDRA PRAYAG",2010,5,3
"ARUNACHAL PRADESH",LOHIT,2011,5,4
ASSAM,R.P.O.,2011,5,3
BIHAR,ARWAL,2011,5,9
BIHAR,LAKHISARAI,2011,5,31
CHHATTISGARH,NARAYANPUR,2011,5,0
"HIMACHAL PRADESH",HAMIRPUR,2011,5,7
"JAMMU & KASHMIR",PULWAMA,2011,5,34
KARNATAKA,GADAG,2011,5,5
KARNATAKA,UDUPI,2011,5,3
PUNJAB,BARNALA,2011,5,5
SIKKIM,WEST,2011,5,1
"TAMIL NADU","COIMBATORE RURAL",2011,5,29
"TAMIL NADU",SIVAGANGAI,2011,5,30
ASSAM,N.C.HILLS,2012,5,13
BIHAR,ARWAL,2012,5,24
CHHATTISGARH,NARAYANPUR,2012,5,1
GUJARAT,"AHMEDABAD RURAL",2012,5,67
GUJARAT,PANCHMAHAL,2012,5,73
GUJARAT,TAPI,2012,5,3
KARNATAKA,"DHARWAD RURAL",2012,5,3
KARNATAKA,UDUPI,2012,5,3
UTTARAKHAND,ALMORA,2012,5,0
"DAMAN & DIU",DAMAN,2012,5,0
"DAMAN & DIU",TOTAL,2012,5,0
DELHI,"NEW DELHI",2012,5,13
"ARUNACHAL PRADESH","SIANG WEST",2001,4,10
BIHAR,SIWAN,2001,4,26
CHHATTISGARH,BIZAPUR,2001,4,0
GOA,"NORTH GOA",2001,4,1
GUJARAT,BHARUCH,2001,4,34
GUJARAT,GANDHINAGAR,2001,4,12
GUJARAT,MEHSANA,2001,4,49
KARNATAKA,CHAMARAJNAGAR,2001,4,5
KARNATAKA,"DHARWAD COMMR.",2001,4,4
KARNATAKA,KODAGU,2001,4,4
KARNATAKA,"UTTAR KANNADA",2001,4,3
MANIPUR,THOUBAL,2001,4,14
MEGHALAYA,"KHASI HILLS WEST",2001,4,0
NAGALAND,DIMAPUR,2001,4,4
"TAMIL NADU","COIMBATORE URBAN",2001,4,10
"TAMIL NADU",KARUR,2001,4,8
"TAMIL NADU",THENI,2001,4,7
"UTTAR PRADESH",CHANDOLI,2001,4,11
UTTARAKHAND,ALMORA,2001,4,1
"ARUNACHAL PRADESH","SIANG WEST",2002,4,6
GUJARAT,AHWA-DANG,2002,4,1
GUJARAT,AMRELI,2002,4,23
GUJARAT,PANCHMAHAL,2002,4,22
GUJARAT,PORBANDAR,2002,4,8
"HIMACHAL PRADESH",KINNAUR,2002,4,3
KARNATAKA,BAGALKOT,2002,4,7
KARNATAKA,CHAMARAJNAGAR,2002,4,3
KARNATAKA,KODAGU,2002,4,1
MAHARASHTRA,LATUR,2002,4,19
MANIPUR,IMPHAL(EAST),2002,4,20
MANIPUR,THOUBAL,2002,4,18
MIZORAM,MAMIT,2002,4,0
PUNJAB,MOGA,2002,4,7
RAJASTHAN,G.R.P.,2002,4,2
"TAMIL NADU",THIRUVARUR,2002,4,3
"UTTAR PRADESH",GHAZIPUR,2002,4,7
"UTTAR PRADESH",JALAUN,2002,4,14
"UTTAR PRADESH","SANT KABIRNAGAR",2002,4,0
UTTARAKHAND,CHAMOLI,2002,4,5
"D & N HAVELI","D and N HAVELI",2002,4,5
"D & N HAVELI",TOTAL,2002,4,5
"ARUNACHAL PRADESH",CHANGLANG,2003,4,7
GUJARAT,NARMADA,2003,4,3
KARNATAKA,"MYSORE RURAL",2003,4,3
MAHARASHTRA,"MUMBAI RLY.",2003,4,2
MIZORAM,SAIHA,2003,4,1
ODISHA,GAJAPATI,2003,4,4
ODISHA,SONEPUR,2003,4,2
"TAMIL NADU","COIMBATORE URBAN",2003,4,1
"TAMIL NADU",SIVAGANGAI,2003,4,19
"TAMIL NADU","THIRUNELVELI URBAN",2003,4,10
"UTTAR PRADESH",AURAIYA,2003,4,10
"UTTAR PRADESH",JAUNPUR,2003,4,13
"UTTAR PRADESH",JHANSI,2003,4,8
"UTTAR PRADESH",KANNAUJ,2003,4,22
"UTTAR PRADESH",MAHARAJGANJ,2003,4,10
UTTARAKHAND,BAGESHWAR,2003,4,0
UTTARAKHAND,CHAMOLI,2003,4,3
"DAMAN & DIU",DAMAN,2003,4,1
"ARUNACHAL PRADESH","PAPUM PARE",2004,4,4
GUJARAT,MEHSANA,2004,4,47
"JAMMU & KASHMIR",BORDER,2004,4,10
"JAMMU & KASHMIR",DODA,2004,4,20
KARNATAKA,"MYSORE COMMR.",2004,4,5
MEGHALAYA,RI-BHOI,2004,4,1
PUNJAB,"FATEHGARH SAHIB",2004,4,4
"TAMIL NADU","COIMBATORE URBAN",2004,4,4
"TAMIL NADU",KARUR,2004,4,6
"UTTAR PRADESH",AURAIYA,2004,4,21
"UTTAR PRADESH",GHAZIPUR,2004,4,8
"UTTAR PRADESH",LALITPUR,2004,4,3
"UTTAR PRADESH",SHRAWASTI,2004,4,9
UTTARAKHAND,CHAMOLI,2004,4,6
UTTARAKHAND,"RUDRA PRAYAG",2004,4,3
UTTARAKHAND,"TEHRI GARHWAL",2004,4,14
PUDUCHERRY,PONDICHERRY,2004,4,8
PUDUCHERRY,TOTAL,2004,4,8
"HIMACHAL PRADESH",HAMIRPUR,2005,4,4
"HIMACHAL PRADESH",KINNAUR,2005,4,3
KARNATAKA,BAGALKOT,2005,4,4
KARNATAKA,"DHARWAD RURAL",2005,4,8
KARNATAKA,HAVERI,2005,4,6
MAHARASHTRA,SINDHUDURG,2005,4,2
MANIPUR,IMPHAL(EAST),2005,4,21
MEGHALAYA,"GARO HILLS EAST",2005,4,0
MIZORAM,SERCHHIP,2005,4,0
ODISHA,SONEPUR,2005,4,1
"TAMIL NADU","SALEM URBAN",2005,4,10
"TAMIL NADU",THIRUVARUR,2005,4,4
"UTTAR PRADESH",MAHOBA,2005,4,1
"UTTAR PRADESH",SIDHARTHNAGAR,2005,4,19
UTTARAKHAND,CHAMOLI,2005,4,3
"A & N ISLANDS",ANDAMAN,2005,4,1
"A & N ISLANDS",TOTAL,2005,4,1
"ARUNACHAL PRADESH",CHANGLANG,2006,4,4
"ARUNACHAL PRADESH",TIRAP,2006,4,3
ASSAM,N.C.HILLS,2006,4,9
GUJARAT,"RAJKOT COMMR.",2006,4,18
"HIMACHAL PRADESH",CHAMBA,2006,4,11
"JAMMU & KASHMIR",GANDERBAL,2006,4,34
KARNATAKA,"DHARWAD RURAL",2006,4,2
MIZORAM,SERCHHIP,2006,4,0
ODISHA,BOUDH,2006,4,2
"TAMIL NADU","THIRUNELVELI URBAN",2006,4,3
"UTTAR PRADESH",JALAUN,2006,4,20
"UTTAR PRADESH","SANT KABIRNAGAR",2006,4,18
"UTTAR PRADESH",SIDHARTHNAGAR,2006,4,28
UTTARAKHAND,BAGESHWAR,2006,4,4
UTTARAKHAND,"PAURI GARHWAL",2006,4,7
BIHAR,SHEIKHPURA,2007,4,6
CHHATTISGARH,BIZAPUR,2007,4,0
GUJARAT,"RAJKOT COMMR.",2007,4,36
GUJARAT,"SURAT RURAL",2007,4,6
"JAMMU & KASHMIR",KUPWARA,2007,4,35
KARNATAKA,BAGALKOT,2007,4,17
KARNATAKA,GADAG,2007,4,2
KARNATAKA,KODAGU,2007,4,9
KARNATAKA,"UTTAR KANNADA",2007,4,6
"MADHYA PRADESH","INDORE RLY.",2007,4,0
MANIPUR,BISHNUPUR,2007,4,6
MEGHALAYA,"GARO HILLS EAST",2007,4,0
MEGHALAYA,"GARO HILLS WEST",2007,4,10
NAGALAND,KOHIMA,2007,4,1
ODISHA,BERHAMPUR,2007,4,6
RAJASTHAN,JAISALMER,2007,4,7
SIKKIM,WEST,2007,4,3
"TAMIL NADU","MADURAI URBAN",2007,4,16
"TAMIL NADU",THENI,2007,4,22
DELHI,GRP(RLY),2007,4,8
ASSAM,N.C.HILLS,2008,4,9
GUJARAT,VALSAD,2008,4,9
"HIMACHAL PRADESH",KINNAUR,2008,4,2
"JAMMU & KASHMIR",AWANTIPORA,2008,4,13
"JAMMU & KASHMIR",KISHTWAR,2008,4,12
KARNATAKA,CHAMARAJNAGAR,2008,4,3
MAHARASHTRA,"MUMBAI RLY.",2008,4,2
MIZORAM,SERCHHIP,2008,4,0
RAJASTHAN,JAISALMER,2008,4,6
"TAMIL NADU",KARUR,2008,4,12
"TAMIL NADU","MADURAI URBAN",2008,4,14
"TAMIL NADU",NILGIRIS,2008,4,4
"TAMIL NADU",PUDUKOTTAI,2008,4,31
"UTTAR PRADESH",CHANDOLI,2008,4,9
BIHAR,BHABHUA,2009,4,25
BIHAR,SHEOHAR,2009,4,16
GUJARAT,NAVSARI,2009,4,1
"JAMMU & KASHMIR",BANDIPORA,2009,4,49
JHARKHAND,KHUNTI,2009,4,5
KARNATAKA,"DHARWAD RURAL",2009,4,1
KARNATAKA,GADAG,2009,4,7
MAHARASHTRA,"MUMBAI RLY.",2009,4,0
UTTARAKHAND,ALMORA,2009,4,5
UTTARAKHAND,"PAURI GARHWAL",2009,4,13
UTTARAKHAND,UTTARKASHI,2009,4,5
"D & N HAVELI","D and N HAVELI",2009,4,9
"D & N HAVELI",TOTAL,2009,4,9
DELHI,GRP(RLY),2009,4,5
"ARUNACHAL PRADESH",CHANGLANG,2010,4,4
"ARUNACHAL PRADESH","PAPUM PARE",2010,4,9
"JAMMU & KASHMIR",BANDIPORA,2010,4,42
"JAMMU & KASHMIR",KULGAM,2010,4,40
MEGHALAYA,"GARO HILLS SOUTH",2010,4,3
NAGALAND,DIMAPUR,2010,4,5
SIKKIM,WEST,2010,4,1
"TAMIL NADU","TRICHY URBAN",2010,4,15
"UTTAR PRADESH",BALLIA,2010,4,28
"UTTAR PRADESH",DEORIA,2010,4,18
"UTTAR PRADESH",ETAWAH,2010,4,44
UTTARAKHAND,"PAURI GARHWAL",2010,4,3
"ARUNACHAL PRADESH",K/KUMEY,2011,4,0
